timestamp,Axis,Torque_Nm,Torque_pct_of_rated,status,notes
2025-11-17 09:00:11.500000+00:00,1,5.333,44.44,valid,
2025-11-17 09:00:12.500000+00:00,1,5.134,42.78,valid,
2025-11-17 09:00:12.500000+00:00,2,4.636,46.36,valid,
2025-11-17 09:00:12.500000+00:00,3,5.126,56.96,valid,
2025-11-17 09:00:12.500000+00:00,4,3.163,52.71,valid,
2025-11-17 09:00:12.500000+00:00,5,3.279,81.98,valid,
2025-11-17 09:00:12.500000+00:00,6,1.579,52.64,valid,
2025-11-17 09:00:14+00:00,5,2.13,53.24,valid,
2025-11-17 09:00:14+00:00,4,6.463,107.71,valid,
2025-11-17 09:00:14+00:00,6,1.886,62.86,valid,
2025-11-17 09:00:14+00:00,2,6.463,107.71,estimated,Imputed via time interpolation
2025-11-17 09:00:14+00:00,1,3.817,31.81,valid,
2025-11-17 09:00:14+00:00,3,3.028,33.65,valid,
2025-11-17 09:00:15.500000+00:00,1,5.618,46.82,valid,
2025-11-17 09:00:15.500000+00:00,2,3.585,35.85,valid,
2025-11-17 09:00:15.500000+00:00,3,3.468,38.53,valid,
2025-11-17 09:00:15.500000+00:00,4,2.759,45.99,valid,
2025-11-17 09:00:15.500000+00:00,5,2.493,62.32,valid,
2025-11-17 09:00:15.500000+00:00,6,1.879,62.63,valid,
2025-11-17 09:00:16.500000+00:00,5,1.975,49.38,valid,
2025-11-17 09:00:16.500000+00:00,4,3.465,57.75,valid,
2025-11-17 09:00:16.500000+00:00,6,1.721,57.38,valid,
2025-11-17 09:00:16.500000+00:00,2,4.411,44.11,valid,
2025-11-17 09:00:16.500000+00:00,1,3.691,30.76,valid,
2025-11-17 09:00:16.500000+00:00,3,4.12,45.78,valid,
2025-11-17 09:00:17+00:00,5,2.202,55.04,valid,
2025-11-17 09:00:17+00:00,4,3.125,52.09,valid,
2025-11-17 09:00:17+00:00,6,1.744,58.12,valid,
2025-11-17 09:00:17+00:00,2,2.829,28.29,valid,
2025-11-17 09:00:17+00:00,1,3.823,31.86,valid,
2025-11-17 09:00:17+00:00,3,4.263,47.37,valid,
2025-11-17 09:00:17.500000+00:00,1,2.842,23.68,valid,
2025-11-17 09:00:17.500000+00:00,2,3.663,36.63,valid,
2025-11-17 09:00:17.500000+00:00,3,1.897,63.23,estimated,Imputed via time interpolation
2025-11-17 09:00:17.500000+00:00,4,2.615,43.58,valid,
2025-11-17 09:00:17.500000+00:00,5,2.148,53.71,valid,
2025-11-17 09:00:17.500000+00:00,6,1.897,63.23,valid,
2025-11-17 09:00:19+00:00,5,1.586,39.65,valid,
2025-11-17 09:00:19+00:00,6,1.794,59.79,valid,
2025-11-17 09:00:19+00:00,4,2.964,49.4,valid,
2025-11-17 09:00:19+00:00,1,6.011,50.09,valid,
2025-11-17 09:00:19+00:00,2,4.14,41.4,valid,
2025-11-17 09:00:19+00:00,3,4.235,47.06,valid,
2025-11-17 09:00:19.500000+00:00,1,4.258,35.48,valid,
2025-11-17 09:00:19.500000+00:00,2,5.971,59.71,valid,
2025-11-17 09:00:19.500000+00:00,3,3.911,43.46,valid,
2025-11-17 09:00:19.500000+00:00,4,3.145,52.41,valid,
2025-11-17 09:00:19.500000+00:00,5,2.189,54.72,valid,
2025-11-17 09:00:19.500000+00:00,6,1.519,50.65,valid,
2025-11-17 09:00:21+00:00,6,2.649,66.22,estimated,Imputed via time interpolation
2025-11-17 09:00:21+00:00,5,2.649,66.22,valid,
2025-11-17 09:00:21+00:00,4,2.563,42.72,valid,
2025-11-17 09:00:21+00:00,2,4.602,46.02,valid,
2025-11-17 09:00:21+00:00,1,5.297,44.14,valid,
2025-11-17 09:00:21+00:00,3,4.62,51.33,valid,
2025-11-17 09:00:22.500000+00:00,1,4.763,39.69,valid,
2025-11-17 09:00:22.500000+00:00,2,5.752,57.52,valid,
2025-11-17 09:00:22.500000+00:00,3,3.337,37.08,valid,
2025-11-17 09:00:22.500000+00:00,4,2.728,45.47,valid,
2025-11-17 09:00:22.500000+00:00,5,2.232,55.8,valid,
2025-11-17 09:00:22.500000+00:00,6,1.679,55.97,valid,
2025-11-17 09:00:24+00:00,5,1.906,47.64,valid,
2025-11-17 09:00:24+00:00,6,2.172,72.4,valid,
2025-11-17 09:00:24+00:00,4,3.227,53.79,valid,
2025-11-17 09:00:24+00:00,3,3.285,36.5,valid,
2025-11-17 09:00:24+00:00,2,4.055,40.55,valid,
2025-11-17 09:00:24+00:00,1,2.711,22.59,valid,
2025-11-17 09:00:25+00:00,1,3.448,28.73,valid,
2025-11-17 09:00:25+00:00,2,3.742,37.42,valid,
2025-11-17 09:00:25+00:00,3,4.636,51.51,valid,
2025-11-17 09:00:25+00:00,4,2.409,40.15,valid,
2025-11-17 09:00:25+00:00,5,2.273,56.82,valid,
2025-11-17 09:00:25+00:00,6,2.273,56.82,estimated,Imputed via time interpolation
2025-11-17 09:00:25.500000+00:00,6,1.483,49.44,valid,
2025-11-17 09:00:25.500000+00:00,5,1.804,45.1,valid,
2025-11-17 09:00:25.500000+00:00,4,3.375,56.25,valid,
2025-11-17 09:00:25.500000+00:00,3,1.804,45.1,estimated,Imputed via time interpolation
2025-11-17 09:00:25.500000+00:00,2,4.148,41.48,valid,
2025-11-17 09:00:25.500000+00:00,1,2.657,22.14,valid,
2025-11-17 09:00:26+00:00,1,1.856,61.86,estimated,Imputed via time interpolation
2025-11-17 09:00:26+00:00,2,4.238,42.38,valid,
2025-11-17 09:00:26+00:00,3,1.856,61.86,estimated,Imputed via time interpolation
2025-11-17 09:00:26+00:00,4,3.166,52.77,valid,
2025-11-17 09:00:26+00:00,5,1.982,49.56,valid,
2025-11-17 09:00:26+00:00,6,1.856,61.86,valid,
2025-11-17 09:00:27.500000+00:00,5,1.819,45.47,valid,
2025-11-17 09:00:27.500000+00:00,4,3.227,53.79,valid,
2025-11-17 09:00:27.500000+00:00,6,1.958,65.25,valid,
2025-11-17 09:00:27.500000+00:00,2,3.429,34.29,valid,
2025-11-17 09:00:27.500000+00:00,1,4.481,37.34,valid,
2025-11-17 09:00:27.500000+00:00,3,5.394,59.93,valid,
2025-11-17 09:00:29.500000+00:00,1,3.264,27.2,valid,
2025-11-17 09:00:29.500000+00:00,2,4.63,46.3,valid,
2025-11-17 09:00:29.500000+00:00,3,4.884,54.27,valid,
2025-11-17 09:00:29.500000+00:00,4,2.606,43.43,valid,
2025-11-17 09:00:29.500000+00:00,5,2.508,62.71,valid,
2025-11-17 09:00:29.500000+00:00,6,1.899,63.3,valid,
2025-11-17 09:00:30+00:00,6,1.604,53.47,valid,
2025-11-17 09:00:30+00:00,5,1.915,47.88,valid,
2025-11-17 09:00:30+00:00,4,2.638,43.97,valid,
2025-11-17 09:00:30+00:00,3,3.874,43.04,valid,
2025-11-17 09:00:30+00:00,2,5.517,55.17,valid,
2025-11-17 09:00:30+00:00,1,4.99,41.58,valid,
2025-11-17 09:00:31+00:00,1,4.126,34.38,valid,
2025-11-17 09:00:31+00:00,2,4.273,42.73,valid,
2025-11-17 09:00:31+00:00,3,4.249,47.21,valid,
2025-11-17 09:00:31+00:00,4,3.397,56.62,valid,
2025-11-17 09:00:31+00:00,5,2.204,55.1,valid,
2025-11-17 09:00:31+00:00,6,2.149,71.63,valid,
2025-11-17 09:00:33+00:00,5,1.857,46.43,valid,
2025-11-17 09:00:33+00:00,4,2.588,43.14,valid,
2025-11-17 09:00:33+00:00,6,1.916,63.86,valid,
2025-11-17 09:00:33+00:00,2,6.176,61.76,valid,
2025-11-17 09:00:33+00:00,1,3.946,32.88,valid,
2025-11-17 09:00:33+00:00,3,4.501,50.01,valid,
2025-11-17 09:00:33.500000+00:00,1,3.985,33.21,valid,
2025-11-17 09:00:33.500000+00:00,2,4.571,45.71,valid,
2025-11-17 09:00:33.500000+00:00,3,4.391,48.79,valid,
2025-11-17 09:00:33.500000+00:00,4,2.965,49.42,valid,
2025-11-17 09:00:33.500000+00:00,5,1.929,48.23,valid,
2025-11-17 09:00:33.500000+00:00,6,1.436,47.88,valid,
2025-11-17 09:00:34.500000+00:00,5,2.256,56.39,valid,
2025-11-17 09:00:34.500000+00:00,4,2.402,40.03,valid,
2025-11-17 09:00:34.500000+00:00,6,1.892,63.08,valid,
2025-11-17 09:00:34.500000+00:00,2,4.685,46.85,valid,
2025-11-17 09:00:34.500000+00:00,1,3.772,31.43,valid,
2025-11-17 09:00:34.500000+00:00,3,4.204,46.71,valid,
2025-11-17 09:00:36.500000+00:00,5,2.314,57.86,valid,
2025-11-17 09:00:36.500000+00:00,4,2.452,40.86,valid,
2025-11-17 09:00:36.500000+00:00,6,1.935,64.49,valid,
2025-11-17 09:00:36.500000+00:00,2,4.123,41.23,valid,
2025-11-17 09:00:36.500000+00:00,1,3.352,27.93,valid,
2025-11-17 09:00:36.500000+00:00,3,4.092,45.47,valid,
2025-11-17 09:00:37.500000+00:00,1,5.239,43.66,valid,
2025-11-17 09:00:37.500000+00:00,2,4.843,48.43,valid,
2025-11-17 09:00:37.500000+00:00,3,3.058,33.98,valid,
2025-11-17 09:00:37.500000+00:00,4,2.55,42.5,valid,
2025-11-17 09:00:37.500000+00:00,5,2.365,59.12,valid,
2025-11-17 09:00:37.500000+00:00,6,1.923,64.11,valid,
2025-11-17 09:00:38+00:00,6,1.956,65.21,valid,
2025-11-17 09:00:38+00:00,4,3.545,59.08,valid,
2025-11-17 09:00:38+00:00,5,2.505,62.63,valid,
2025-11-17 09:00:38+00:00,2,7.082,70.82,valid,
2025-11-17 09:00:38+00:00,3,4.461,49.57,valid,
2025-11-17 09:00:38+00:00,1,4.694,39.12,valid,
2025-11-17 09:00:39+00:00,1,3.898,32.48,valid,
2025-11-17 09:00:39+00:00,2,4.607,46.07,valid,
2025-11-17 09:00:39+00:00,3,3.494,38.82,valid,
2025-11-17 09:00:39+00:00,4,2.887,48.11,valid,
2025-11-17 09:00:39+00:00,5,2.045,51.12,valid,
2025-11-17 09:00:39+00:00,6,1.82,60.65,valid,
2025-11-17 09:00:41+00:00,6,2.061,68.71,valid,
2025-11-17 09:00:41+00:00,5,2.049,51.22,valid,
2025-11-17 09:00:41+00:00,4,2.226,37.1,valid,
2025-11-17 09:00:41+00:00,3,4.544,50.49,valid,
2025-11-17 09:00:41+00:00,2,2.506,25.06,valid,
2025-11-17 09:00:41+00:00,1,6.422,53.52,valid,
2025-11-17 09:00:41.500000+00:00,1,4.261,35.51,valid,
2025-11-17 09:00:41.500000+00:00,2,3.138,31.38,valid,
2025-11-17 09:00:41.500000+00:00,3,3.535,39.28,valid,
2025-11-17 09:00:41.500000+00:00,4,3.326,55.44,valid,
2025-11-17 09:00:41.500000+00:00,5,1.966,49.16,valid,
2025-11-17 09:00:41.500000+00:00,6,1.852,61.73,valid,
2025-11-17 09:00:42.500000+00:00,6,1.845,61.49,valid,
2025-11-17 09:00:42.500000+00:00,5,1.552,38.8,valid,
2025-11-17 09:00:42.500000+00:00,4,3.304,55.07,valid,
2025-11-17 09:00:42.500000+00:00,3,5.594,62.15,valid,
2025-11-17 09:00:42.500000+00:00,2,3.479,34.79,valid,
2025-11-17 09:00:42.500000+00:00,1,4.243,35.36,valid,
2025-11-17 09:00:43.500000+00:00,1,3.565,29.71,valid,
2025-11-17 09:00:43.500000+00:00,2,4.682,46.82,valid,
2025-11-17 09:00:43.500000+00:00,3,3.479,38.66,valid,
2025-11-17 09:00:43.500000+00:00,4,2.945,49.08,valid,
2025-11-17 09:00:43.500000+00:00,5,2.362,59.04,valid,
2025-11-17 09:00:43.500000+00:00,6,2.362,59.04,estimated,Imputed via time interpolation
2025-11-17 09:00:45.500000+00:00,6,1.897,63.24,valid,
2025-11-17 09:00:45.500000+00:00,5,2.765,69.12,valid,
2025-11-17 09:00:45.500000+00:00,4,2.686,44.77,valid,
2025-11-17 09:00:45.500000+00:00,3,3.708,41.2,valid,
2025-11-17 09:00:45.500000+00:00,2,3.732,37.32,valid,
2025-11-17 09:00:45.500000+00:00,1,3.048,25.4,valid,
2025-11-17 09:00:46.500000+00:00,1,14.264,118.87,valid,
2025-11-17 09:00:46.500000+00:00,2,4.734,47.34,valid,
2025-11-17 09:00:46.500000+00:00,3,4.322,48.02,valid,
2025-11-17 09:00:46.500000+00:00,4,3.793,63.21,valid,
2025-11-17 09:00:46.500000+00:00,5,1.776,44.39,valid,
2025-11-17 09:00:46.500000+00:00,6,2.242,74.75,valid,
2025-11-17 09:00:47+00:00,5,2.194,54.84,valid,
2025-11-17 09:00:47+00:00,4,3.899,64.98,valid,
2025-11-17 09:00:47+00:00,6,1.576,52.54,valid,
2025-11-17 09:00:47+00:00,2,2.976,29.76,valid,
2025-11-17 09:00:47+00:00,1,3.498,29.15,valid,
2025-11-17 09:00:47+00:00,3,3.879,43.1,valid,
2025-11-17 09:00:48.500000+00:00,1,2.957,24.64,valid,
2025-11-17 09:00:48.500000+00:00,2,3.916,39.16,valid,
2025-11-17 09:00:48.500000+00:00,3,2.614,29.04,valid,
2025-11-17 09:00:48.500000+00:00,4,2.376,39.6,valid,
2025-11-17 09:00:48.500000+00:00,5,2.694,67.34,valid,
2025-11-17 09:00:48.500000+00:00,6,2.118,70.59,valid,
2025-11-17 09:00:50+00:00,6,2.018,67.28,valid,
2025-11-17 09:00:50+00:00,5,3.963,99.07,valid,
2025-11-17 09:00:50+00:00,4,4.127,68.78,valid,
2025-11-17 09:00:50+00:00,3,4.092,45.47,valid,
2025-11-17 09:00:50+00:00,2,4.127,68.78,estimated,Imputed via time interpolation
2025-11-17 09:00:50+00:00,1,4.076,33.97,valid,
2025-11-17 09:00:51+00:00,1,4.391,36.59,valid,
2025-11-17 09:00:51+00:00,2,3.52,35.2,valid,
2025-11-17 09:00:51+00:00,3,4.1,45.56,valid,
2025-11-17 09:00:51+00:00,4,2.815,46.92,valid,
2025-11-17 09:00:51+00:00,5,2.236,55.91,valid,
2025-11-17 09:00:51+00:00,6,1.959,65.3,valid,
2025-11-17 09:00:52+00:00,5,2.152,53.79,valid,
2025-11-17 09:00:52+00:00,4,2.063,34.38,valid,
2025-11-17 09:00:52+00:00,6,1.941,64.71,valid,
2025-11-17 09:00:52+00:00,2,3.01,30.1,valid,
2025-11-17 09:00:52+00:00,1,5.723,47.69,valid,
2025-11-17 09:00:52+00:00,3,5.585,62.06,valid,
2025-11-17 09:00:53+00:00,1,4.47,37.25,valid,
2025-11-17 09:00:53+00:00,2,3.502,35.02,valid,
2025-11-17 09:00:53+00:00,3,2.004,66.8,estimated,Imputed via time interpolation
2025-11-17 09:00:53+00:00,4,2.764,46.06,valid,
2025-11-17 09:00:53+00:00,5,2.012,50.29,valid,
2025-11-17 09:00:53+00:00,6,2.004,66.8,valid,
2025-11-17 09:00:55+00:00,5,1.998,49.96,valid,
2025-11-17 09:00:55+00:00,4,3.279,54.65,valid,
2025-11-17 09:00:55+00:00,6,2.01,67.01,valid,
2025-11-17 09:00:55+00:00,2,11.072,110.72,valid,
2025-11-17 09:00:55+00:00,1,4.543,37.86,valid,
2025-11-17 09:00:55+00:00,3,4.311,47.9,valid,
2025-11-17 09:00:56+00:00,5,1.986,49.65,valid,
2025-11-17 09:00:56+00:00,4,2.414,40.24,valid,
2025-11-17 09:00:56+00:00,6,2.079,69.3,valid,
2025-11-17 09:00:56+00:00,2,3.432,34.32,valid,
2025-11-17 09:00:56+00:00,1,4.729,39.41,valid,
2025-11-17 09:00:56+00:00,3,2.763,30.7,valid,
2025-11-17 09:00:57.500000+00:00,1,5.69,47.42,valid,
2025-11-17 09:00:57.500000+00:00,2,3.648,36.48,valid,
2025-11-17 09:00:57.500000+00:00,3,3.757,41.74,valid,
2025-11-17 09:00:57.500000+00:00,4,3.125,52.09,valid,
2025-11-17 09:00:57.500000+00:00,5,2.204,55.1,valid,
2025-11-17 09:00:57.500000+00:00,6,2.024,67.45,valid,
2025-11-17 09:00:59.500000+00:00,5,2.113,52.83,valid,
2025-11-17 09:00:59.500000+00:00,4,3.41,56.83,valid,
2025-11-17 09:00:59.500000+00:00,6,1.653,55.1,valid,
2025-11-17 09:00:59.500000+00:00,2,4.759,47.59,valid,
2025-11-17 09:00:59.500000+00:00,3,3.878,43.09,valid,
2025-11-17 09:00:59.500000+00:00,1,3.697,30.81,valid,
2025-11-17 09:01:00+00:00,1,6.036,50.3,valid,
2025-11-17 09:01:00+00:00,2,4.852,48.52,valid,
2025-11-17 09:01:00+00:00,3,2.759,30.66,valid,
2025-11-17 09:01:00+00:00,4,2.786,46.43,valid,
2025-11-17 09:01:00+00:00,5,2.586,64.64,valid,
2025-11-17 09:01:00+00:00,6,1.513,50.43,valid,
2025-11-17 09:01:01+00:00,4,2.996,49.93,valid,
2025-11-17 09:01:01+00:00,1,4.94,41.17,valid,
2025-11-17 09:01:01+00:00,2,4.534,45.34,valid,
2025-11-17 09:01:01+00:00,3,3.547,39.41,valid,
2025-11-17 09:01:01+00:00,5,1.531,38.28,valid,
2025-11-17 09:01:01+00:00,6,2.225,74.16,valid,
2025-11-17 09:01:01.500000+00:00,6,1.849,61.63,valid,
2025-11-17 09:01:01.500000+00:00,5,2.061,51.53,valid,
2025-11-17 09:01:01.500000+00:00,4,3.652,60.86,valid,
2025-11-17 09:01:01.500000+00:00,1,3.904,32.53,valid,
2025-11-17 09:01:01.500000+00:00,2,4.643,46.43,valid,
2025-11-17 09:01:01.500000+00:00,3,4.492,49.91,valid,
2025-11-17 09:01:02.500000+00:00,5,1.988,49.69,valid,
2025-11-17 09:01:02.500000+00:00,4,2.771,46.18,valid,
2025-11-17 09:01:02.500000+00:00,6,2.126,70.88,valid,
2025-11-17 09:01:02.500000+00:00,2,4.698,46.98,valid,
2025-11-17 09:01:02.500000+00:00,1,4.736,39.47,valid,
2025-11-17 09:01:02.500000+00:00,3,4.881,54.23,valid,
2025-11-17 09:01:04.500000+00:00,6,1.788,59.61,valid,
2025-11-17 09:01:04.500000+00:00,5,1.982,49.54,valid,
2025-11-17 09:01:04.500000+00:00,4,2.998,49.96,valid,
2025-11-17 09:01:04.500000+00:00,1,2.244,18.7,valid,
2025-11-17 09:01:04.500000+00:00,2,5.256,52.56,valid,
2025-11-17 09:01:04.500000+00:00,3,3.832,42.58,valid,
2025-11-17 09:01:06+00:00,1,5.42,45.17,valid,
2025-11-17 09:01:06+00:00,2,4.617,46.17,valid,
2025-11-17 09:01:06+00:00,3,4.405,48.94,valid,
2025-11-17 09:01:06+00:00,4,3.043,50.71,valid,
2025-11-17 09:01:06+00:00,5,1.598,53.25,estimated,Imputed via time interpolation
2025-11-17 09:01:06+00:00,6,1.598,53.25,valid,
2025-11-17 09:01:08+00:00,6,1.813,60.43,valid,
2025-11-17 09:01:08+00:00,5,2.352,58.79,valid,
2025-11-17 09:01:08+00:00,4,3.472,57.87,valid,
2025-11-17 09:01:08+00:00,2,4.366,43.66,valid,
2025-11-17 09:01:08+00:00,1,3.87,32.25,valid,
2025-11-17 09:01:08+00:00,3,4.1,45.56,valid,
2025-11-17 09:01:09+00:00,1,6.385,53.21,valid,
2025-11-17 09:01:09+00:00,2,4.325,43.25,valid,
2025-11-17 09:01:09+00:00,3,3.739,41.54,valid,
2025-11-17 09:01:09+00:00,4,3.893,64.88,valid,
2025-11-17 09:01:09+00:00,5,2.584,64.6,valid,
2025-11-17 09:01:09+00:00,6,2.236,74.53,valid,
2025-11-17 09:01:10.500000+00:00,4,3.376,56.27,valid,
2025-11-17 09:01:10.500000+00:00,5,2.15,53.74,valid,
2025-11-17 09:01:10.500000+00:00,6,1.475,49.16,valid,
2025-11-17 09:01:10.500000+00:00,3,3.004,33.38,valid,
2025-11-17 09:01:10.500000+00:00,1,4.093,34.11,valid,
2025-11-17 09:01:10.500000+00:00,2,4.781,47.81,valid,
2025-11-17 09:01:11+00:00,1,5.191,43.26,valid,
2025-11-17 09:01:11+00:00,2,2.552,25.52,valid,
2025-11-17 09:01:11+00:00,3,2.673,29.7,valid,
2025-11-17 09:01:11+00:00,4,3.174,52.9,valid,
2025-11-17 09:01:11+00:00,5,2.383,59.57,valid,
2025-11-17 09:01:11+00:00,6,2.033,67.76,valid,
2025-11-17 09:01:12+00:00,6,1.732,57.74,valid,
2025-11-17 09:01:12+00:00,5,2.176,54.41,valid,
2025-11-17 09:01:12+00:00,4,2.936,48.94,valid,
2025-11-17 09:01:12+00:00,1,4.913,40.94,valid,
2025-11-17 09:01:12+00:00,2,5.181,51.81,valid,
2025-11-17 09:01:12+00:00,3,4.554,50.6,valid,
2025-11-17 09:01:12.500000+00:00,5,2.288,57.21,valid,
2025-11-17 09:01:12.500000+00:00,6,1.867,62.23,valid,
2025-11-17 09:01:12.500000+00:00,4,2.959,49.31,valid,
2025-11-17 09:01:12.500000+00:00,1,4.483,37.36,valid,
2025-11-17 09:01:12.500000+00:00,2,3.122,31.22,valid,
2025-11-17 09:01:12.500000+00:00,3,4.296,47.73,valid,
2025-11-17 09:01:14+00:00,1,1.846,15.38,valid,
2025-11-17 09:01:14+00:00,2,3.279,32.79,valid,
2025-11-17 09:01:14+00:00,3,3.972,44.13,valid,
2025-11-17 09:01:14+00:00,4,2.974,49.56,valid,
2025-11-17 09:01:14+00:00,5,2.283,57.08,valid,
2025-11-17 09:01:14+00:00,6,1.873,62.42,valid,
2025-11-17 09:01:15+00:00,5,1.762,44.05,valid,
2025-11-17 09:01:15+00:00,6,1.928,64.28,valid,
2025-11-17 09:01:15+00:00,4,3.825,42.5,estimated,Imputed via time interpolation
2025-11-17 09:01:15+00:00,1,5.656,47.13,valid,
2025-11-17 09:01:15+00:00,2,4.25,42.5,valid,
2025-11-17 09:01:15+00:00,3,3.825,42.5,valid,
2025-11-17 09:01:16+00:00,1,5.218,43.48,valid,
2025-11-17 09:01:16+00:00,2,10.395,103.95,valid,
2025-11-17 09:01:16+00:00,3,4.289,47.66,valid,
2025-11-17 09:01:16+00:00,4,2.641,44.01,valid,
2025-11-17 09:01:16+00:00,5,2.696,67.41,valid,
2025-11-17 09:01:16+00:00,6,1.828,60.93,valid,
2025-11-17 09:01:17+00:00,6,2.033,67.77,valid,
2025-11-17 09:01:17+00:00,5,2.12,53.01,valid,
2025-11-17 09:01:17+00:00,4,5.534,61.49,estimated,Imputed via time interpolation
2025-11-17 09:01:17+00:00,2,4.054,40.54,valid,
2025-11-17 09:01:17+00:00,1,5.332,44.43,valid,
2025-11-17 09:01:17+00:00,3,5.534,61.49,valid,
2025-11-17 09:01:19+00:00,1,4.819,40.16,valid,
2025-11-17 09:01:19+00:00,2,5.095,50.95,valid,
2025-11-17 09:01:19+00:00,3,3.355,37.28,valid,
2025-11-17 09:01:19+00:00,4,4.819,40.16,estimated,Imputed via time interpolation
2025-11-17 09:01:19+00:00,5,2.539,63.47,valid,
2025-11-17 09:01:19+00:00,6,1.378,45.93,valid,
2025-11-17 09:01:19.500000+00:00,5,2.681,67.02,valid,
2025-11-17 09:01:19.500000+00:00,6,1.818,60.59,valid,
2025-11-17 09:01:19.500000+00:00,4,3.344,55.74,valid,
2025-11-17 09:01:19.500000+00:00,1,3.064,25.53,valid,
2025-11-17 09:01:19.500000+00:00,2,2.369,23.69,valid,
2025-11-17 09:01:19.500000+00:00,3,3.856,42.84,valid,
2025-11-17 09:01:20.500000+00:00,1,5.764,48.03,valid,
2025-11-17 09:01:20.500000+00:00,2,2.896,28.96,valid,
2025-11-17 09:01:20.500000+00:00,3,2.823,31.37,valid,
